run,tracklet_key,success,precision,mean_iou,mean_center_error,frame_count,empty_fallback_count,failure_count,max_failure_streak,first_failure_frame_index,first_failure_source_frame_index,first_persistent_failure_frame_index,first_persistent_failure_source_frame_index,path_variance_count,path_center_gap_mean,path_yaw_gap_mean
M2,7581fd7e9c0f426cb0efb9ea1f3f2830,90.00000000000001,93.84615384615384,0.9031812437820773,0.12452050804117551,13,0,0,0,,,,,0,,
M2,1e4a740fd22b44dda3eed861e6e3f170,75.27777777777777,80.83333333333333,0.7580034607655813,0.39451550626991755,9,3,0,0,,,,,0,,
M2,2ef4b4d20b064d34b754f68e48f5a5c2,73.125,85.78125,0.7310151492304893,0.2765626345055306,16,0,0,0,,,,,0,,
M2,143ecd5e93614768bdb3da695e76c409,42.69230769230769,39.61538461538461,0.4234649484496466,1.21018438735402,13,0,0,0,,,,,0,,
M2,4a8058d0441a46d381995e1af1086039,89.72222222222224,90.55555555555556,0.898363687910456,0.17896522815735258,9,0,0,0,,,,,0,,
M2,34daad97663c4e8ea00f842adc581ab5,74.16666666666669,81.66666666666667,0.7434851585886003,0.37060050048878845,15,0,0,0,,,,,0,,
M2,ca5b3ca5aea745ee8fe12b0f74d77f8e,57.14285714285714,74.52380952380952,0.5690759002503329,0.5268883254937561,21,0,0,0,,,,,0,,
M2,720ca55c654a4ac8bfe9babd1c1072be,66.73076923076924,80.0,0.6693982681066376,0.39720382779986846,13,0,0,0,,,,,0,,
M2,63510eb8f6ed4b3189002b1f2648ea1f,45.714285714285715,65.53571428571428,0.4600121256953776,0.6990801960199757,14,1,0,0,,,,,0,,
M2,6dafc154a9ef43ff8fd680620dc90433,81.83333333333334,93.0,0.8182668657861979,0.14869714933239916,15,0,0,0,,,,,0,,
M2,e2878e5b8aa849a18e39baee3f3440bd,67.73809523809524,79.28571428571429,0.6799295623157272,0.4031888167787693,21,0,0,0,,,,,0,,
M2,11a08ff383a6451bbda6b9af56cfa6e2,66.47058823529412,80.29411764705883,0.6681083480219611,0.3904269424779387,17,0,0,0,,,,,0,,
M2,0cfdfb5bbe8a41268271e24f2edefb9c,63.57142857142857,80.47619047619048,0.6327879218965664,0.39126745540012015,21,5,0,0,,,,,0,,
M2,1a018f3bcdea44f9ab60912938495032,7.023809523809524,4.761904761904763,0.047619047619043106,19.934942685982087,21,9,20,20,1,1,1,1,0,,
M2,f987ba5f8e6243889a731f8cffe1934b,63.8235294117647,81.17647058823529,0.640834338573352,0.3677507762042355,17,0,0,0,,,,,0,,
M2,64b22104a573415a8c860fc22214619c,27.03125,40.78125,0.2711704462327932,1.1749729379474032,16,0,0,0,,,,,0,,
M2,98eef3fdea464efd92fb6aaf0ebe8c9a,16.875,32.65625,0.16613705891723426,1.420660923034136,16,2,4,4,12,24,12,24,0,,
