comparison,tracklet_key,success_delta_left_minus_right,precision_delta_left_minus_right,center_error_delta_left_minus_right,center_error_gain_left_over_right,empty_fallback_delta_left_minus_right,max_failure_streak_delta_left_minus_right,path_center_gap_delta_left_minus_right
true:shuffled,a9916751b03c494dafa2eddc4496e702,0.0,0.0,-0.0002995576219107232,0.0002995576219107232,0,0,
true:shuffled,b9df4a8540da4a3a94d7911ead8c1bc8,-5.8333333333333215,-10.833333333333343,0.20861492853041697,-0.20861492853041697,0,0,
true:shuffled,bbe3bc5ca1434a2ea802f5ed5062785e,3.846153846153854,2.6923076923076934,-0.057926128556098105,0.057926128556098105,0,0,
true:shuffled,c283b224a9984736bff67a2f347866fa,-1.25,-6.5625,0.31835656080615493,-0.31835656080615493,0,1,
true:shuffled,ca3f0ced132845b4afce73a6f27a953e,0.0,0.0,0.0003307102188347122,-0.0003307102188347122,0,0,
true:shuffled,ca5b3ca5aea745ee8fe12b0f74d77f8e,-0.2380952380952408,0.0,0.0019606271701376743,-0.0019606271701376743,0,0,
true:shuffled,d0f5aace57684923b8a44b554b006fb2,0.0,0.2500000000000071,-0.001244401990408428,0.001244401990408428,0,0,
true:shuffled,d71462c2ae74472bae3adbf7a41b2fc7,0.0,0.0,0.001750955319711589,-0.001750955319711589,0,0,
true:shuffled,db7d65690f2e412e887468596e2ddabf,0.0,0.0,-0.0010655638602586615,0.0010655638602586615,0,0,
true:shuffled,dc762bf1bc694d3e8141bf592f9b1456,0.0,0.0,-0.0038705251278372543,0.0038705251278372543,0,0,
true:shuffled,dce1fda2d70945c792dcc27074ec6aa9,0.25,7.105427357601002e-15,0.051457929007673986,-0.051457929007673986,0,0,
true:shuffled,e2878e5b8aa849a18e39baee3f3440bd,0.0,0.2380952380952408,-0.000575319618054293,0.000575319618054293,0,0,
true:shuffled,e3f3d97fa9564422a37828d01c8a2f5f,-12.307692307692292,-6.538461538461533,0.1126535898409432,-0.1126535898409432,0,0,
true:shuffled,e561b60694dc4514b6dddcfc5a5b6a90,0.0,0.0,0.0008571180636882947,-0.0008571180636882947,0,0,
true:shuffled,e5cabb9d6b474377a206feab4ec64d3f,0.0,0.0,0.00015992704142001046,-0.00015992704142001046,0,0,
true:shuffled,e73ba8faf67d40c8b6b653489393ef8b,0.0,0.0,-0.00043331873754476335,0.00043331873754476335,0,0,
true:shuffled,eaaf60765ee8478f8e0bd4942571c6fb,0.0,0.0,-0.0005981969650495911,0.0005981969650495911,0,0,
true:shuffled,ebb251e1e8b144c697dc28c22bb44b13,0.0,0.0,-0.00013929758690064964,0.00013929758690064964,0,0,
true:shuffled,ec221beba32448e4a9865e920aeefed5,0.0,0.0,-0.00025022547548003704,0.00025022547548003704,0,0,
true:shuffled,ec2a550c52b240d98c9c3bca3d06602f,0.0,0.0,-0.00038222123313724765,0.00038222123313724765,0,0,
true:shuffled,ec5241e32939433baeb2b3955920b28c,-5.000000000000014,-2.941176470588232,0.049428489882660354,-0.049428489882660354,0,0,
true:shuffled,f2d9e6f194ee446eafc7a79fcb32994a,0.0,0.0,-0.0004988846127609789,0.0004988846127609789,0,0,
true:shuffled,f3995943006145ca8a7bc375527f0aba,0.0,0.0,-0.00011745579879729462,0.00011745579879729462,0,0,
true:shuffled,f4af7fd215ee47aa8b64bac0443d7be8,0.0,0.0,0.0,0.0,0,0,
true:shuffled,f5c0c1968ef0486cb3183e521841352f,0.0,0.0,-4.651218151602299e-07,4.651218151602299e-07,0,0,
true:shuffled,f7f666bf92c049bea8fabc42a8831005,0.4166666666666714,0.0,-0.0004258781602845818,0.0004258781602845818,0,0,
true:shuffled,f987ba5f8e6243889a731f8cffe1934b,2.058823529411761,1.4705882352941018,-0.04176918857295858,0.04176918857295858,0,0,
true:shuffled,fa6ddc168ffb4ab88b718f719357211e,-0.8823529411764781,1.17647058823529,-0.005794704279533436,0.005794704279533436,0,0,
true:shuffled,fd4ce422e0db4ad3ab978a811ba04d3a,-1.999999999999993,-2.0,0.032855179639037724,-0.032855179639037724,0,0,
true:shuffled,fe050ab6b19d41d8bc2641f9835e9d1b,0.0,0.29411764705882604,-2.41253693544774e-06,2.41253693544774e-06,0,0,
