run_key,condition,diagnostic,end_step,end_epoch,block_mean,block_size
B,"Paired views, TWC weight 0",twc_angle_gap,28999,22.978605388272584,0.010397677147760987,1000
B,"Paired views, TWC weight 0",twc_angle_gap,29999,23.770998415213946,0.010169810022925958,1000
B,"Paired views, TWC weight 0",twc_angle_gap,30999,24.56339144215531,0.01012353207054548,1000
B,"Paired views, TWC weight 0",twc_angle_gap,31999,25.355784469096672,0.009903546774759889,1000
B,"Paired views, TWC weight 0",twc_angle_gap,32999,26.148177496038034,0.009852926863590255,1000
B,"Paired views, TWC weight 0",twc_angle_gap,33999,26.9405705229794,0.009857359444256872,1000
B,"Paired views, TWC weight 0",twc_angle_gap,34999,27.73296354992076,0.009733839688822627,1000
B,"Paired views, TWC weight 0",twc_angle_gap,35999,28.525356576862123,0.009579180819215253,1000
B,"Paired views, TWC weight 0",twc_angle_gap,36999,29.317749603803488,0.009648223825730383,1000
B,"Paired views, TWC weight 0",twc_angle_gap,37999,30.11014263074485,0.00976470851758495,1000
B,"Paired views, TWC weight 0",twc_angle_gap,38999,30.90253565768621,0.009681552241323516,1000
B,"Paired views, TWC weight 0",twc_angle_gap,39999,31.694928684627577,0.009474790026200936,1000
B,"Paired views, TWC weight 0",twc_angle_gap,40999,32.48732171156894,0.009495695549063385,1000
B,"Paired views, TWC weight 0",twc_angle_gap,41999,33.2797147385103,0.009319134569028392,1000
B,"Paired views, TWC weight 0",twc_angle_gap,42999,34.07210776545166,0.009349056072998792,1000
B,"Paired views, TWC weight 0",twc_angle_gap,43999,34.864500792393024,0.009242584636434913,1000
B,"Paired views, TWC weight 0",twc_angle_gap,44999,35.65689381933439,0.00934197863843292,1000
B,"Paired views, TWC weight 0",twc_angle_gap,45999,36.449286846275754,0.009326526473276317,1000
B,"Paired views, TWC weight 0",twc_angle_gap,46999,37.241679873217116,0.009420191617449745,1000
B,"Paired views, TWC weight 0",twc_angle_gap,47999,38.03407290015848,0.009277700792998075,1000
B,"Paired views, TWC weight 0",twc_angle_gap,48999,38.82646592709984,0.009396618405124173,1000
B,"Paired views, TWC weight 0",twc_angle_gap,49999,39.6188589540412,0.009066585931461304,1000
B,"Paired views, TWC weight 0",twc_angle_gap,50999,40.41125198098257,0.009216294846264645,1000
B,"Paired views, TWC weight 0",twc_angle_gap,51999,41.20364500792393,0.009202801419654861,1000
B,"Paired views, TWC weight 0",twc_angle_gap,52999,41.99603803486529,0.009128023562720045,1000
